baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	direction
Mff	7627.90711458436	2.1210361045517	0.405704798072412	5.22802814911035	1.71327430823604e-07	4.21041458759814e-06	Upregulated
Chst10	380.15811697945	2.32279367498671	0.444376687535847	5.22708265338364	1.72205531996334e-07	4.22728145582092e-06	Upregulated
Sdad1	1310.43985130828	-1.14333543005671	0.218756753854369	-5.22651488428033	1.72734920038347e-07	4.23556015275341e-06	Downregulated
Prpf31	1228.25170691853	-1.12931460471204	0.216191414566113	-5.22367924266801	1.75402513086613e-07	4.29619222053479e-06	Downregulated
Serpine2	857.839388873265	2.41900755224361	0.463140677155938	5.22305137846732	1.75998531138718e-07	4.30600623798212e-06	Upregulated
Helz2	5496.3752086334	-1.19356110566477	0.228541362073207	-5.22251681200028	1.76507526417938e-07	4.31367174318962e-06	Downregulated
Add1	8694.09600859805	1.01453124574845	0.1942844401168	5.22188624646698	1.77109758159035e-07	4.32101442887895e-06	Upregulated
Gm66303	110.461220940018	3.64025965533916	0.6971284392266	5.22179192600103	1.7720001105546e-07	4.32101442887895e-06	Upregulated
.25	74.6566234017156	5.98533419508534	1.14628428421625	5.22150942615223	1.77470594197824e-07	4.32283069447165e-06	Upregulated
Afap1l1	406.713111464142	3.04055276234365	0.582526990195168	5.21959121812529	1.79318479357697e-07	4.36302048450449e-06	Upregulated
Cep76	904.353925760415	2.35358115866469	0.450967989039959	5.21895392991218	1.79936510319074e-07	4.37323090790923e-06	Upregulated
Igtp	5509.59383457126	-1.33408539899677	0.255750569806713	-5.21635357451997	1.82479700779814e-07	4.43015696474694e-06	Downregulated
A330040F15Rik	822.913165049036	-3.29548260689308	0.632009975362547	-5.21428891213727	1.84523688656714e-07	4.47485169719318e-06	Downregulated
Leng9	342.717420190585	-1.36586281659146	0.261969729422974	-5.21381924392552	1.84991734381963e-07	4.48127229968791e-06	Downregulated
N4bp1	6902.59593220345	-1.23740487326686	0.237354193240603	-5.21332636416715	1.85484145525561e-07	4.48826839074145e-06	Downregulated
Ltc4s	405.43988987786	3.64920383695638	0.701532294148318	5.2017617255762	1.97408218571687e-07	4.76633819298386e-06	Upregulated
Gdpd3	181.889773464694	1.85074546856802	0.356179394997132	5.19610481280907	2.03507546796837e-07	4.90822796672808e-06	Upregulated
Apobec1	2594.13504823828	-1.51977168790262	0.292694158929623	-5.19235400344302	2.07651691860368e-07	5.00270371078684e-06	Downregulated
Ahr	664.644151058694	2.1039799965971	0.405294628809511	5.19123582460792	2.08902831270971e-07	5.02735154207127e-06	Upregulated
Fbxo6	537.332167133637	-1.96104862933142	0.378198895550212	-5.1852309787379	2.15747308051086e-07	5.18640529844945e-06	Downregulated
Nrxn2	57.1369523653872	3.40799196870096	0.658665964613737	5.17408239045647	2.29033750576389e-07	5.49980391906964e-06	Upregulated
Dnajc28	90.6279966211879	2.56093598852031	0.495098371789617	5.17258010617843	2.30883463271996e-07	5.53818831813697e-06	Upregulated
Nipa1	172.709905600345	3.58645167872647	0.69346351818461	5.17179575374822	2.31854937093196e-07	5.55544590574174e-06	Upregulated
Asb17os	406.4786637274	7.13574957624644	1.3803869924732	5.16938337955613	2.34867642907819e-07	5.62152260614546e-06	Upregulated
Stk17b	7098.35040601744	1.13909163967541	0.220390539273482	5.16851423582166	2.35962317738966e-07	5.64159797422751e-06	Upregulated
Clec4a3	2253.44296713344	-3.05610883963031	0.59142704884107	-5.16734708975334	2.3744007933519e-07	5.66464189271096e-06	Downregulated
Ddx25	34.7816769187894	4.77464261023157	0.923970291768266	5.16752827744494	2.37210086858648e-07	5.66464189271096e-06	Upregulated
Aqp1	1760.04628920616	2.77404906876904	0.53699014368167	5.16592176115156	2.39256863729335e-07	5.69565691582015e-06	Upregulated
Gm47730	38.792014589073	6.79151565448637	1.31467161173129	5.16594075195905	2.39232569195553e-07	5.69565691582015e-06	Upregulated
Foxo3	3187.64417813338	1.46012733062012	0.282896440088423	5.16134925615795	2.45176274560071e-07	5.83027594002396e-06	Upregulated
Zup1	898.532424329785	-1.21750278614699	0.235961336794999	-5.15975541876483	2.47272663406912e-07	5.87379158635988e-06	Downregulated
Accsl	36.6477403406873	5.75741416416642	1.11595216472213	5.15919440471718	2.48014682373615e-07	5.88382692034761e-06	Upregulated
Gm56817	131.442137610555	-4.06179886860767	0.787317914328249	-5.15903270418184	2.48228952818149e-07	5.88382692034761e-06	Downregulated
Kcna2	58.7780412226698	4.75178787026486	0.921254343938233	5.15795437115839	2.49662438486967e-07	5.90510600215311e-06	Upregulated
Cert1	2421.62916059112	1.22339656766166	0.237179014142677	5.15811473491377	2.4944875332766e-07	5.90510600215311e-06	Upregulated
Clic5	630.219074985062	-3.56560089461856	0.691467729617768	-5.15656876220322	2.51516145715505e-07	5.94257440102101e-06	Downregulated
Gm75710	62.4317423731708	3.52689372973963	0.684455264958806	5.1528476882297	2.5656033953768e-07	6.05526351688288e-06	Upregulated
Mpp7	142.43901296704	2.0542197428195	0.398681822303332	5.15252922982923	2.56996544395802e-07	6.05907147022573e-06	Upregulated
Nod1	2515.13519163542	-1.73041628497721	0.335862951566508	-5.15214993766453	2.57517010391866e-07	6.06485574474177e-06	Downregulated
St8sia1	253.330881049603	1.86838806615202	0.363360423838705	5.14196908516762	2.71873861242921e-07	6.38252118981785e-06	Upregulated
Gm43412	44.65764434355	4.10759630531832	0.799002546605026	5.14090514826463	2.73418065416793e-07	6.41194450430616e-06	Upregulated
.17	103.695082984256	3.62220429443661	0.7046302273746	5.14057466415069	2.7389945386113e-07	6.41640760989877e-06	Upregulated
.24	46.8928647787882	4.57656783234077	0.890785679691362	5.13767557862678	2.78157540646654e-07	6.50924079194781e-06	Upregulated
Gm57146	105.639648003401	2.70767070666319	0.52723119942067	5.13564202884507	2.81182430483335e-07	6.57304930813853e-06	Upregulated
Cd22	5362.04468783348	2.34644988524907	0.456963000037939	5.13487937766134	2.82325039271427e-07	6.59276818400353e-06	Upregulated
Svep1	44.3641916291571	5.03785232592381	0.981422976311576	5.13321212924653	2.84838558501501e-07	6.64442453291755e-06	Upregulated
Cybb	17785.9566438079	-1.90396033120405	0.37098841821186	-5.13212876127243	2.86483396960507e-07	6.67572938963786e-06	Downregulated
Cpeb3	196.986341920978	2.73801488372049	0.533722587825362	5.130033740705	2.89690249073649e-07	6.74332824770803e-06	Upregulated
Smarca4	3529.77300402587	-1.1090191372932	0.216206788905194	-5.12943716017863	2.90609759070003e-07	6.75759654951387e-06	Downregulated
Aimp2	416.053607569116	-1.52788453575155	0.297986366087173	-5.12736389860394	2.93827246484558e-07	6.81802928579536e-06	Downregulated
Atrnl1	1227.28919018439	1.31467276826412	0.256396368369204	5.12750151894128	2.9361261235645e-07	6.81802928579536e-06	Upregulated
Tpt1-ps6	83.6013344181399	2.21367461244993	0.432195098863154	5.12193363199345	3.02418339682432e-07	7.00263642852892e-06	Upregulated
Ceacam1	2930.62294694277	1.43260900447797	0.279781203489451	5.12046194172579	3.04788125735247e-07	7.05010434806693e-06	Upregulated
Rspo1	124.221348558484	-3.69094760035667	0.722000167402534	-5.11211460467552	3.18572449977622e-07	7.36122755482882e-06	Downregulated
Nrp1	801.815352529973	-2.7699654060761	0.541948678289372	-5.11112125011417	3.20252349028339e-07	7.39229610678607e-06	Downregulated
Tubb2b	562.219693788162	2.31718334413538	0.453469656485937	5.10989723566486	3.22334089692392e-07	7.43256555771872e-06	Upregulated
Mgl2	231.229903294234	5.14539537577687	1.00718451518302	5.108691901247	3.24396823687657e-07	7.47231304218464e-06	Upregulated
Pde1b	1414.88416005642	1.56339776267547	0.306235019086994	5.10522201979568	3.30406359555108e-07	7.59486735144191e-06	Upregulated
Dennd1a	1265.48727476862	-1.61730065987776	0.316890167562628	-5.10366311557499	3.33141103830617e-07	7.64975259671055e-06	Downregulated
Ciita	2123.23377396907	-3.00474434287386	0.588841744152459	-5.10280456967042	3.34656545638487e-07	7.67655451826722e-06	Downregulated
Gm68668	436.435620158011	7.7605843254156	1.52097864639549	5.10236244526319	3.3543954469473e-07	7.68651696803599e-06	Upregulated
Cnih4	941.816799786578	-1.4330894020894	0.281087293181227	-5.09837846410736	3.42575370398379e-07	7.83374633305174e-06	Downregulated
Pla2g4a	880.326802416125	-2.29116746038287	0.449642866810477	-5.09552720503534	3.47772072660453e-07	7.94433945049432e-06	Downregulated
Gm70599	109.07010952845	3.53368614473013	0.693593485097322	5.09475106190523	3.49199794575111e-07	7.96869593334757e-06	Upregulated
Fmnl3	654.736704347263	1.00797065706255	0.197854673449299	5.09450011713194	3.4966261874084e-07	7.97067046673736e-06	Upregulated
Gm60693	52.2827150327011	4.74508371503509	0.931447362390267	5.09431225706445	3.50009481573297e-07	7.97067046673736e-06	Upregulated
Fam110c	52.9808849551157	6.15229977019938	1.2085090621847	5.09081806890011	3.56521978818648e-07	8.1105990723202e-06	Upregulated
Pnpo	11016.9267690426	3.16614357032338	0.622254526395185	5.0881808585071	3.61514523397932e-07	8.21569706575672e-06	Upregulated
Nlrc4	576.937508749917	-2.2519888600324	0.442720848794972	-5.08670162284433	3.64344356670152e-07	8.27147991600086e-06	Downregulated
Ttc7b	925.91803407747	1.20810575128743	0.23765655003722	5.08341028723266	3.70717716879012e-07	8.40751167786105e-06	Upregulated
Gm29915	57.4936054361043	6.95927090329622	1.36977474871776	5.08059511960689	3.76254277446991e-07	8.52430554166646e-06	Upregulated
Xaf1	1127.87368043417	-2.13074519669287	0.419697913743634	-5.07685439197681	3.83734714608857e-07	8.68485425958691e-06	Downregulated
Ikbke	5652.94397331202	-2.06830646511332	0.407478540565761	-5.07586598852936	3.85735099296777e-07	8.72117387579297e-06	Downregulated
Gm35154	83.7070354152532	-3.34977934802448	0.659995572696624	-5.07545730092989	3.86565160851594e-07	8.72770090633797e-06	Downregulated
Gmpr2	561.496859442051	-1.10656700231432	0.218030477128156	-5.07528588154164	3.86913833655484e-07	8.72770090633797e-06	Downregulated
Grina	49386.1206774348	2.23058813064742	0.439512662339215	5.07513963027953	3.87211553547384e-07	8.72770090633797e-06	Upregulated
.12	74.6251407463169	-6.38355050691592	1.25917163330139	-5.06964288115277	3.98562835232758e-07	8.97438114389266e-06	Downregulated
Sp3os	123.9024940978	2.07274713695456	0.408941791075873	5.06856276904698	4.00830801511497e-07	9.01623896787698e-06	Upregulated
Tnfaip3	2335.85354227245	-1.0932852352309	0.215795843986585	-5.06629421138838	4.05634821102895e-07	9.11499897695435e-06	Downregulated
Susd1	732.874257234092	1.63659796192733	0.323075422261956	5.0656838903714	4.06936723859654e-07	9.13494209853585e-06	Upregulated
Stom	12631.647197135	1.69087585336886	0.333835550827098	5.06499637075685	4.08408131398684e-07	9.15864582762216e-06	Upregulated
Gm74406	951.397312183305	2.62348043827903	0.518054541901112	5.0641008351198	4.10332427983882e-07	9.19244719763892e-06	Upregulated
Sumf1	885.145768879413	-1.16747218214509	0.230573635402653	-5.0633377060058	4.11979114891561e-07	9.21996711540057e-06	Downregulated
Gm66538	22.1620809837565	5.52665506941966	1.09225673061932	5.05984986358104	4.19586725879504e-07	9.37119532450637e-06	Upregulated
Tpt1-ps5	50.2589274450349	3.09098726494462	0.611082102651139	5.05821926633848	4.23189675753636e-07	9.44209839302951e-06	Upregulated
Tanc2	154.784993825406	2.74459515907693	0.544009190719847	5.0451264535535	4.53221523933928e-07	1.01019365759348e-05	Upregulated
Gm16580	241.620040204827	3.10579337804129	0.616417406155896	5.03845827036204	4.69296708862738e-07	1.04496733840103e-05	Upregulated
Car6	119.69930347787	5.1866623102096	1.02965354420364	5.03728884284188	4.72171988510895e-07	1.05030870986218e-05	Upregulated
Nfatc2	1269.05032978283	-1.1656328608981	0.231459564799862	-5.03601076890471	4.7533382946512e-07	1.05627610249285e-05	Downregulated
Nek6	665.18354212269	1.9733409345708	0.392467655913581	5.02803455224173	4.95532602148091e-07	1.09784127454799e-05	Upregulated
Pnpla8	2520.94182918412	1.36936785424607	0.272358949385727	5.02780561216923	4.96124414350547e-07	1.09804885441199e-05	Upregulated
Gm9506	24.9400063387065	4.73575879350697	0.942078711915112	5.02692475014093	4.98407813948986e-07	1.10199617358991e-05	Upregulated
Mgll	333.481844226566	2.21738608598677	0.441278370786635	5.02491450472408	5.03656858406815e-07	1.11248615097393e-05	Upregulated
Gm11992	20.3422469751079	-5.44342487776652	1.08358277843446	-5.02354318110431	5.07268129418319e-07	1.11860412668352e-05	Downregulated
Haao	983.778498315269	1.36163896485471	0.271055050242749	5.02347756898558	5.07441538143495e-07	1.11860412668352e-05	Upregulated
Fbxw17	403.849129920748	-1.94690292353288	0.387677764850214	-5.02196179418517	5.11463588262301e-07	1.12634398997544e-05	Downregulated
Gm68273	109.378913033384	3.10720780016256	0.619048685495206	5.01932703027542	5.18528105132586e-07	1.14076183129169e-05	Upregulated
Tesk1	778.834826941738	-1.07444454876012	0.214403371560421	-5.01132300737785	5.40570892252016e-07	1.18807026408808e-05	Downregulated
C1qa	7016.4676612807	-2.4039411972932	0.480252495453172	-5.00557773265667	5.56947312401051e-07	1.22162652284266e-05	Downregulated
Ms4a6b	5546.92210152816	-1.67634775990135	0.335030605934444	-5.00356603309659	5.62793754637899e-07	1.23322321344312e-05	Downregulated
Bcl2l1	13232.0507748232	2.48380242332244	0.496592897772283	5.00168736698569	5.68306968869045e-07	1.2440674103028e-05	Upregulated
C230096K16Rik	115.177077063367	2.3914105157328	0.478205840137174	5.00079738684667	5.70936883035291e-07	1.24858458825694e-05	Upregulated
Serinc5	966.860488178505	1.43318236399412	0.286823171775001	4.99674539935143	5.83059651739917e-07	1.27257098643116e-05	Upregulated
Tcp11	38.0475373202438	3.29450464252447	0.659318120358077	4.99683618696119	5.82785335138711e-07	1.27257098643116e-05	Upregulated
Nhlrc4	14.8167189350244	8.25842569043237	1.65314679717633	4.99557916123254	5.86594551998075e-07	1.2790198124872e-05	Upregulated
Dlat	762.154375446683	-1.29576825609951	0.259529555545838	-4.99275796690774	5.95231313070571e-07	1.29656907760155e-05	Downregulated
Asb1	2810.19778250291	2.36744616855711	0.474231612504167	4.99217282470032	5.97037944117385e-07	1.29922057651763e-05	Upregulated
Sdhc	1099.73095753645	-1.03760945578509	0.208083539518162	-4.98650425779845	6.14815521939416e-07	1.33658711692628e-05	Downregulated
Tnfrsf14	865.089488098508	-2.34944150764638	0.471239704282287	-4.98566119598232	6.17502707638227e-07	1.34110637312089e-05	Downregulated
Lrmda	125.616618566038	-2.07712251148438	0.416783647080729	-4.98369484031616	6.23814359889805e-07	1.35348068399713e-05	Downregulated
B230208H11Rik	187.682301444093	4.21418305278545	0.84576822065789	4.98266895096555	6.27131918796451e-07	1.35934080805791e-05	Upregulated
Ssbp3	2886.86574315061	2.04419745149468	0.410975828042484	4.97400896113862	6.55822752572749e-07	1.41734870173663e-05	Upregulated
Mbp	2822.51959120966	1.43424867186591	0.288403057469243	4.97307027342757	6.59007584390771e-07	1.42283674733694e-05	Upregulated
Selenbp1	1038.20984370822	2.5763399147094	0.518210148113284	4.97161223895251	6.6398405935303e-07	1.43217853271802e-05	Upregulated
Cdkn1b	3620.22767790408	1.09038045502004	0.219420951008718	4.96935433926141	6.71762121441082e-07	1.44753902297627e-05	Upregulated
Rab6a	5367.15941470174	1.19931350533797	0.241564295240191	4.96477968379172	6.87791030156844e-07	1.4806313934353e-05	Upregulated
Gm33934	61.3798871980969	7.16617046457007	1.44639871276526	4.95449173269076	7.25195997297597e-07	1.55963127457836e-05	Upregulated
Gm4633	138.157398837337	2.89055473005385	0.583547660907588	4.95341670217337	7.29215821593489e-07	1.56674791142367e-05	Upregulated
Fpr1	4110.21517258571	-1.93016982938715	0.389739303293746	-4.95246389849571	7.3279654512937e-07	1.57290818313845e-05	Downregulated
Gm31925	22.4702746717871	5.95208454847547	1.20321341132885	4.94682364112104	7.54342612854138e-07	1.61600860619598e-05	Upregulated
Mob2	1341.84321939921	1.83859986246814	0.371770549678002	4.94552315685194	7.59396420367409e-07	1.62525579520186e-05	Upregulated
Arsg	376.439151924992	1.5985065851255	0.32325657142053	4.94500878389251	7.61404311594111e-07	1.62797251646756e-05	Upregulated
Pold3	1269.86548232337	-1.04041730285631	0.210426470614649	-4.94432710778871	7.64073163699737e-07	1.63209581594932e-05	Downregulated
3830408C21Rik	169.845981442714	2.27687371757704	0.460542698622922	4.94389276908562	7.65778354857641e-07	1.63415470033706e-05	Upregulated
Gm13803	262.770629438801	2.88899540918652	0.584651251154581	4.94139951549112	7.75637883396832e-07	1.65359395566729e-05	Upregulated
Txnrd2	1846.86121483668	2.98513124646954	0.604635197236995	4.93707819212429	7.93016818941222e-07	1.68901089437104e-05	Upregulated
Cebpe	147.373442391156	2.39662860927706	0.485517894733665	4.93623126000691	7.96466580893398e-07	1.69472097579286e-05	Upregulated
Egr2	143.433618740767	1.75206852987429	0.355008147075099	4.93529104700702	8.00313229009211e-07	1.70126372423135e-05	Upregulated
Gm71569	191.400045307478	1.95333199278281	0.396014993147627	4.93246979680551	8.11963379046492e-07	1.72436615873804e-05	Upregulated
Fhip1b	976.039606229247	1.25420759187224	0.254340867170946	4.93120750048112	8.17228673483995e-07	1.7322104690655e-05	Upregulated
Rapgef4	246.130798055503	1.90366210159134	0.386095239416907	4.93055056691792	8.19981871676373e-07	1.73471020913954e-05	Upregulated
Gm57206	1578.62126106164	-2.20522454065202	0.44766107182804	-4.92610298154115	8.38857986179077e-07	1.7729420371363e-05	Downregulated
Dmkn	69.3406496578891	3.11935756129705	0.633562107791412	4.92352292369738	8.49999144021042e-07	1.79305082591386e-05	Upregulated
Ms4a7	76.3523191742268	-3.67896191032873	0.747212735998837	-4.92358030462487	8.49749820599754e-07	1.79305082591386e-05	Downregulated
Gm12727	42.9466279271628	3.96249507942876	0.805106103973989	4.92170542475081	8.57932836802879e-07	1.80805654440561e-05	Upregulated
Gm72331	21.056101986742	-4.90608758982359	0.996938478235484	-4.92115380931735	8.60354805227115e-07	1.8114289710054e-05	Downregulated
Tomm40	661.399363754522	-1.313830295627	0.267131696785009	-4.91828679052036	8.73049396019148e-07	1.83640275628302e-05	Downregulated
Carm1	2102.21504417146	1.57667840167772	0.320704880386502	4.91629064009743	8.81994259333199e-07	1.8516839478801e-05	Upregulated
Gm39985	66.8730433253894	5.74233589884614	1.1679907430549	4.91642243998182	8.81400945699392e-07	1.8516839478801e-05	Upregulated
Mast4	346.207014446425	1.6005258375361	0.325639779005639	4.91501941938237	8.87736595992977e-07	1.86196627231867e-05	Upregulated
Dnajb2	3513.25758592226	2.71206004037547	0.551957320701309	4.91353214942338	8.94500568006337e-07	1.87258979307993e-05	Upregulated
Tnfsf9	107.618515020137	-2.34765379410497	0.477790726323845	-4.91356082226205	8.94369698595951e-07	1.87258979307993e-05	Downregulated
Eif1	19225.8022041871	1.94676780782939	0.396310808961269	4.91222485940233	9.00486964006138e-07	1.88333345678855e-05	Upregulated
Slfn9	620.488964712097	-1.84283005659874	0.375214620444489	-4.91140258451462	9.04272101872639e-07	1.88945727143891e-05	Downregulated
Prkcg	305.344207903794	3.63403066597801	0.740460039607903	4.90780119329916	9.21031455986581e-07	1.92265316437199e-05	Upregulated
Hspa8	32294.3158989511	-1.61056927144376	0.328477531298361	-4.903133754926	9.43197131922784e-07	1.96706126547832e-05	Downregulated
Napepld	150.234260600676	-2.70559718024641	0.552107311317078	-4.90049148922169	9.55971992004447e-07	1.99181914855823e-05	Downregulated
Eif4e3	761.988839127583	-1.02955270639463	0.210108183538524	-4.90010759721719	9.57841840736729e-07	1.99383055119929e-05	Downregulated
Bsg	12143.0308181224	2.10636433712249	0.42995805247422	4.89899962333835	9.63258290659586e-07	2.00132570775683e-05	Upregulated
Mvb12a	611.605309729427	-1.26321791823484	0.258009419620204	-4.89601472726975	9.77997399120346e-07	2.02812555655775e-05	Downregulated
Tab3	1321.27245024477	1.56798140884775	0.320596303947015	4.89082808985501	1.004126351179e-06	2.07840012069389e-05	Upregulated
Gm56663	1979.95313547323	-2.64408222916261	0.540899880832688	-4.88830248047417	1.01709173894677e-06	2.10326175359687e-05	Downregulated
Gm60046	12.6927912894335	8.12715586540224	1.66303871181404	4.8869312588263	1.0241983374744e-06	2.11597264773061e-05	Upregulated
Trak2	7212.20135769032	1.85211586896671	0.379038111082082	4.88635790126559	1.02718401336784e-06	2.12015396916486e-05	Upregulated
Fbxw2	2143.79825303772	1.11613185080468	0.228536956102601	4.88381340960715	1.04053546788629e-06	2.14369755645658e-05	Upregulated
Mfsd12	436.196633413196	-1.61470114161898	0.330678682568341	-4.8829913349049	1.04488464420258e-06	2.14965397582603e-05	Downregulated
Cox6c	3705.83603944121	1.76816717653567	0.362114261548676	4.88289847788277	1.04537700149043e-06	2.14965397582603e-05	Upregulated
Slc25a23	406.269813566901	1.58286392893204	0.324241979911943	4.88173656403748	1.05155674529114e-06	2.16034640197557e-05	Upregulated
Clec12a	3414.61900583298	-2.09733096247786	0.429750441405485	-4.88034626705351	1.05899737717076e-06	2.17360690710916e-05	Downregulated
Nudt4	3783.21279044678	1.39308380884462	0.285574392380975	4.87818181885914	1.07068207736405e-06	2.19554564775937e-05	Upregulated
Sp140l1	108.763711954521	-2.51937226617118	0.516875013616113	-4.8742388387966	1.0922877774633e-06	2.23776875152426e-05	Downregulated
Pck1	85.7655290333339	4.45805989912693	0.916147949753945	4.86609166164074	1.13826742070901e-06	2.3298019519136e-05	Upregulated
Eif4a1	6602.46315743915	-1.13095709857174	0.232568090060578	-4.86290745337054	1.15673939138641e-06	2.36541402075343e-05	Downregulated
Ell2	2555.762535767	1.37544525293332	0.282876930305426	4.86234508925217	1.16003156044238e-06	2.36994770328006e-05	Upregulated
Tmem154	3231.93944859524	1.06445235520603	0.219066299745621	4.85904201806515	1.17955100798046e-06	2.40536747640345e-05	Upregulated
Arhgef4	259.218856247686	2.67893185868874	0.55147314578927	4.85777390820119	1.1871285149335e-06	2.41421002914222e-05	Upregulated
Dpf3	24.731052805889	5.29914948569698	1.09086129601645	4.85776652361591	1.18717277789429e-06	2.41421002914222e-05	Upregulated
Acta2	134.684815256373	2.47876510213557	0.510265755757738	4.85779238399926	1.18701777856457e-06	2.41421002914222e-05	Upregulated
Cd33	16250.7965548905	1.78677325751512	0.367839963181471	4.85747454425888	1.18892416566478e-06	2.41554325418566e-05	Upregulated
Pkib	512.606296561874	-1.46062167908489	0.30095523253363	-4.85328554279804	1.21432648336823e-06	2.46261389138632e-05	Downregulated
Cp	812.657920168704	-3.65744066351916	0.753780943615341	-4.8521267279285	1.22144528832045e-06	2.47477389115221e-05	Downregulated
Prkab1	2557.86394152067	1.44684687205385	0.298203229922758	4.85188196126722	1.22295406059426e-06	2.47555549235445e-05	Upregulated
Rb1cc1	2276.14601880128	1.01651600216116	0.209542852954295	4.8511127334077	1.22770735747888e-06	2.48289733837288e-05	Upregulated
Ifi203	5687.15304450068	-1.83137571963071	0.377620839659175	-4.84977397244187	1.23602239031334e-06	2.49742232557903e-05	Downregulated
Adgrg3	850.375269207069	2.17810148953214	0.449225524049051	4.84857020122106	1.24354523924661e-06	2.51032154340221e-05	Upregulated
Tinagl1	662.545121229986	3.22203065721858	0.66489859982299	4.84589779265041	1.2604039476261e-06	2.53970243340673e-05	Upregulated
Eif3d	2832.7087626764	-1.00768577106106	0.207968719602483	-4.84537180873729	1.26374787676167e-06	2.5441149036835e-05	Downregulated
Mboat7	4109.02794614437	1.1853795908004	0.24478462585119	4.84254101612171	1.28189163479704e-06	2.57593611645087e-05	Upregulated
Bend5	133.664857958809	2.65211681950335	0.548458934073348	4.8355795753136	1.32758251233749e-06	2.66099794198203e-05	Upregulated
Mtrf1	93.5619983134081	-1.92664846935858	0.398434976519783	-4.83554050948867	1.32784328442217e-06	2.66099794198203e-05	Downregulated
Higd1a	359.603697799529	-1.05728526151025	0.218751947269208	-4.83326102788517	1.34314487378385e-06	2.68921758380482e-05	Downregulated
Plekhg3	1163.72171344443	1.11064754472576	0.229998258487799	4.8289389320949	1.37262491620315e-06	2.7457480628659e-05	Upregulated
Ermap	568.779291498758	3.53412797357818	0.732283561141182	4.826174123137	1.39180834524513e-06	2.77907818501664e-05	Upregulated
Elovl7	274.77981448231	2.40690295972908	0.499148693393565	4.82201594752309	1.42114580588295e-06	2.83508942487635e-05	Upregulated
Irf6	53.2191710256775	3.90935625223273	0.810897111494141	4.8210262397278	1.42821567345998e-06	2.84661720666833e-05	Upregulated
Zfp521	68.5403844864853	5.44829468485889	1.13021604719729	4.82057806414055	1.43142827966584e-06	2.85044308915572e-05	Upregulated
Aox3	107.893794151938	4.34892001384007	0.90221781876654	4.82025506854394	1.43374787971176e-06	2.85248540256011e-05	Upregulated
Slc30a9	1540.08174105269	1.23515344190331	0.256348838233749	4.81825254373515	1.44820993125327e-06	2.87866002926485e-05	Upregulated
Gm37539	16.3404260794984	8.21465722003912	1.70504470888586	4.81785443937532	1.45110167164003e-06	2.88180948194891e-05	Upregulated
Ttc28	442.103059023073	2.24124446325077	0.465612515725273	4.8135399877721	1.48279914002042e-06	2.93946261174551e-05	Upregulated
Gsdmd	3091.91404659101	-1.59611474904777	0.331578321813872	-4.8136884833615	1.48169719347895e-06	2.93946261174551e-05	Downregulated
Mapk3	3939.84836850261	1.01001540797185	0.209867940671102	4.8126236181767	1.48961673149017e-06	2.94503239721699e-05	Upregulated
2310022A10Rik	736.71290522944	-1.03420292488917	0.214879275964038	-4.81294866733566	1.48719499406898e-06	2.94503239721699e-05	Downregulated
Gm14966	106.019633737449	1.7875988245618	0.371426773838806	4.81278935841494	1.48838143154231e-06	2.94503239721699e-05	Upregulated
Pde8b	35.9444043455661	-4.82187328155547	1.00213985151808	-4.81157722073533	1.49743855919603e-06	2.95519566686815e-05	Downregulated
Irs2	751.14215149316	1.79580966273247	0.373390493584774	4.8094680865911	1.5133245352938e-06	2.98387531806945e-05	Upregulated
Gm1968	447.52770904046	2.63647219400807	0.548632255944962	4.8055362502648	1.54337269668577e-06	3.04040283518687e-05	Upregulated
4833420G17Rik	2179.19102845875	1.21512857783368	0.253052652189115	4.80188042813152	1.5718254688702e-06	3.09368934247989e-05	Upregulated
Gm74048	17.233446298344	8.36411325952134	1.74295929947228	4.79880009937911	1.59619006073558e-06	3.13884154316282e-05	Upregulated
Gm15706	140.905896667233	2.77420492792513	0.57825209870508	4.79757001165684	1.60602081995412e-06	3.15535855214516e-05	Upregulated
Rfx3	302.209943465723	1.59677101803267	0.332853720800591	4.79721546808027	1.608865090835e-06	3.15813197349659e-05	Upregulated
Vipr1	228.81524667595	3.57349429344041	0.745054788067462	4.79628391183071	1.61636145033209e-06	3.16885331783293e-05	Upregulated
Alyref	953.875517897472	-1.18725340410202	0.247541475200296	-4.79617972358517	1.61720195180641e-06	3.16885331783293e-05	Downregulated
Tgtp2	2254.44728864568	-1.5452886720091	0.322237269233091	-4.79549952644154	1.62269953276221e-06	3.17680182062258e-05	Downregulated
Atp6v0d2	99.8512042885961	4.03103297575659	0.8406280678239	4.7952633632512	1.62461248060838e-06	3.17772471362298e-05	Upregulated
F5	23996.5456053815	2.34792220063505	0.489669084520162	4.79491614818981	1.62742889762476e-06	3.18041157971988e-05	Upregulated
Poglut1	666.781019368922	-1.10099644568593	0.229680779636793	-4.79359416763998	1.63819508662476e-06	3.19578517606692e-05	Downregulated
Gimap7	1462.30074173013	-1.78399200637297	0.372257857975188	-4.79235553569395	1.6483445836166e-06	3.21274164467236e-05	Downregulated
Hk3	4301.99456062298	-2.05026098349429	0.428008581766878	-4.79023335240272	1.6658746504918e-06	3.24404070631107e-05	Downregulated
Oscp1	55.0836351893085	2.94813875922163	0.615520728116548	4.78966609011322	1.67059072528942e-06	3.25035321697086e-05	Upregulated
